Gloam Ring	Art/2DItems/Rings/LakeRing3
Glorious Leather	Art/2DItems/Armours/BodyArmours/BodyDex1C
Glorious Plate	Art/2DItems/Armours/BodyArmours/BodyStr3C
Gnarled Branch	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff1
Goat's Horn	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2
Goathide Boots	Art/2DItems/Armours/Boots/BootsDex2
Goathide Buckler	Art/2DItems/Armours/Shields/ShieldDex1
Goathide Gloves	Art/2DItems/Armours/Gloves/GlovesDex2
Gold Amulet	Art/2DItems/Amulets/Amulet6
Gold Flask	Art/2DItems/Flasks/GoldFlask
Gold Ring	Art/2DItems/Rings/Ring4
Golden Blade	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/DemigodsAuthority
Golden Bracers	Art/2DItems/Armours/Gloves/DemigodsTouch
Golden Buckler	Art/2DItems/Armours/Shields/ShieldDex6
Golden Caligae	Art/2DItems/Armours/Boots/DemigodsStride
Golden Flame	Art/2DItems/Armours/Shields/DemigodsShield
Golden Hoop	Art/2DItems/Rings/DemigodsBand
Golden Kris	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger6
Golden Mantle	Art/2DItems/Armours/BodyArmours/DemigodsArmour
Golden Mask	Art/2DItems/Armours/Helmets/HelmetDexInt5
Golden Obi	Art/2DItems/Belts/Demibelt1
Golden Plate	Art/2DItems/Armours/BodyArmours/BodyStr1B
Golden Visage	Art/2DItems/Armours/Helmets/DemigodsImmortality
Golden Wreath	Art/2DItems/Armours/Helmets/Demigodstriumph
Goliath Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr4
Goliath Greaves	Art/2DItems/Armours/Boots/BootsStr4
Gouger	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw3
Graceful Sword	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword7
Grand Life Flask	Art/2DItems/Flasks/lifeflask5
Grand Mana Flask	Art/2DItems/Flasks/manaflask5
Grand Ringmail	Art/2DItems/Armours/BodyArmours/BodyStrInt1C
Granite Flask	Art/2DItems/Flasks/granite
Grappler	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword9
Grasping Mail	Art/2DItems/Armours/BodyArmours/GraspingMail
Great Crown	Art/2DItems/Armours/Helmets/HelmetStrInt7
Great Helmet	Art/2DItems/Armours/Helmets/HelmetStrInt3
Great Mallet	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace3
Great White Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw2
Greater Life Flask	Art/2DItems/Flasks/lifeflask4
Greater Mana Flask	Art/2DItems/Flasks/manaflask4
Greatwolf Talisman	Art/2DItems/Amulets/T4Talisman
Grinning Fetish	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter2
Gripped Gloves	Art/2DItems/Armours/Gloves/GripGlovesBaseType
Grizzly Pelt	Art/2DItems/Armours/Helmets/HelmetDex7
Grove Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow2
Guarding Gauntlets	Art/2DItems/Armours/Gloves/RitualStrGloves
Gut Ripper	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw5
Gutting Knife	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger2
Hallowed Hybrid Flask	Art/2DItems/Flasks/hybridflask4
Hallowed Life Flask	Art/2DItems/Flasks/lifeflask9
Hallowed Mana Flask	Art/2DItems/Flasks/manaflask9
Hammered Buckler	Art/2DItems/Armours/Shields/ShieldDex4
Harbinger Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow8
Harlequin Mask	Art/2DItems/Armours/Helmets/HelmetDexInt9
Harmonic Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt5
Harpy Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier8
Harpyskin Boots	Art/2DItems/Armours/Boots/BootsDex3
Harpyskin Gloves	Art/2DItems/Armours/Gloves/GlovesDex3
Haunted Bascinet	Art/2DItems/Armours/Helmets/HelmetStrDex10
Headman's Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword2
Headsman Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe4
Heat-attuned Tower Shield	Art/2DItems/Armours/Shields/HeistShield
Heathen Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand7
Heavy Arrow Quiver	Art/2DItems/Quivers/QuiverBlunt
Heavy Belt	Art/2DItems/Belts/Belt5
Heavy Quiver	Art/2DItems/Quivers/Quiver4
Hedron Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/HeistBowFire
Helical Ring	Art/2DItems/Rings/HeistRing1Dark
Hellion's Paw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw4
Hexclaw Talisman	Art/2DItems/Amulets/TalismanBlack6
Highborn Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow7
Highborn Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff6
Highland Blade	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword4
Hollowpoint Dagger	Art/2DItems/Weapons/OneHandWeapons/Daggers/HeistDagger
Holy Chainmail	Art/2DItems/Armours/BodyArmours/BodyStrInt3C
Honed Cleaver	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/HeistTwoHandAxe
Hook Sword	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword9
Horned Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter9
Horned Talisman	Art/2DItems/Amulets/NewTalisman7
Hubris Circlet	Art/2DItems/Armours/Helmets/HelmetInt11
Hunter Hood	Art/2DItems/Armours/Helmets/HelmetDex5
Hussar Brigandine	Art/2DItems/Armours/BodyArmours/BodyStrDex2B
Hydrascale Boots	Art/2DItems/Armours/Boots/BootsStrDex2
Hydrascale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex2
Hypnotic Eye Jewel	Art/2DItems/Jewels/RivetedEye
Imbued Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3
Imp Crown	Art/2DItems/Armours/Helmets/MaskCrown
Imp Dagger	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger8
Impact Force Propagator	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/HeistTwoHandMace
Imperial Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow7
Imperial Buckler	Art/2DItems/Armours/Shields/ShieldDex6
Imperial Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7
Imperial Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6
Imperial Skean	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger7
Imperial Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff6
Infantry Brigandine	Art/2DItems/Armours/BodyArmours/BodyStrDex2B
Infernal Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe8
Infernal Blade	Art/2DItems/Weapons/OneHandWeapons/Daggers/HeistRuneDagger
Infernal Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword7
Infiltrator Boots	Art/2DItems/Armours/Boots/BootsDexInt3
Infiltrator Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt2
Iolite Ring	Art/2DItems/Rings/ChaosDmgRing
Iron Circlet	Art/2DItems/Armours/Helmets/HelmetInt2
Iron Flask	Art/2DItems/Flasks/Wardflask01
Iron Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr1
Iron Greaves	Art/2DItems/Armours/Boots/BootsStr1
Iron Hat	Art/2DItems/Armours/Helmets/HelmetStr1
Iron Mask	Art/2DItems/Armours/Helmets/HelmetDexInt3
Iron Ring	Art/2DItems/Rings/Ring1
Iron Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter5
Iron Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff4
Ironscale Boots	Art/2DItems/Armours/Boots/BootsStrDex2
Ironscale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex2
Ironwood Buckler	Art/2DItems/Armours/Shields/ShieldDex2
Ironwood Tincture	Art/2DItems/Flasks/StunSap
Ivory Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow6
Ivory Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt3
Jade Amulet	Art/2DItems/Amulets/Amulet4
Jade Chopper	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe2
Jade Flask	Art/2DItems/Flasks/evasionflask01
Jade Hatchet	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2
Jagged Foil	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier5
Jagged Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace5
Jasper Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2
Jasper Chopper	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe2
Jester Mask	Art/2DItems/Armours/Helmets/HelmetDexInt9
Jet Amulet	Art/2DItems/Amulets/TalismanoftheVictor
Jewelled Foil	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7
Jingling Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt5
Judgement Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff7
Karui Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2
Karui Chopper	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe2
Karui Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace2
Karui Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter2
Knight Helm	Art/2DItems/Armours/Helmets/HelmetStrDex6
Labrys	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe5
Lacewood Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt2
Lacquered Buckler	Art/2DItems/Armours/Shields/ShieldDex3
Lacquered Garb	Art/2DItems/Armours/BodyArmours/BodyDexInt2C
Lacquered Helmet	Art/2DItems/Armours/Helmets/HelmetStrDex7
Laminated Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt3
Lapis Amulet	Art/2DItems/Amulets/Amulet5
Large Cluster Jewel	Art/2DItems/Jewels/NewGemBase3
Large Hybrid Flask	Art/2DItems/Flasks/hybridflask4
Large Life Flask	Art/2DItems/Flasks/lifeflask3
Large Mana Flask	Art/2DItems/Flasks/manaflask3
Lathi	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff3
Latticed Ringmail	Art/2DItems/Armours/BodyArmours/BodyStrInt1B
Layered Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt3
Lead Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter5
Leather Belt	Art/2DItems/Belts/Belt3
Leather Cap	Art/2DItems/Armours/Helmets/HelmetDex1
Leather Hood	Art/2DItems/Armours/Helmets/HelmetDex3
Leatherscale Boots	Art/2DItems/Armours/Boots/BootsStrDex1
Legion Boots	Art/2DItems/Armours/Boots/BootsStrInt2
Legion Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt2
Legion Hammer	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace5
Legion Plate	Art/2DItems/Armours/BodyArmours/BodyStr2C
Legion Sword	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword5
Leviathan Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr4
Leviathan Greaves	Art/2DItems/Armours/Boots/BootsStr4
Leyline Gloves	Art/2DItems/Armours/Gloves/RitualIntGloves
Lich's Circlet	Art/2DItems/Armours/Helmets/HelmetInt8
Light Brigandine	Art/2DItems/Armours/BodyArmours/BodyStrDex2A
Light Quiver	Art/2DItems/Quivers/Quiver5
Linden Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt2
Lion Pelt	Art/2DItems/Armours/Helmets/HelmetDex10
Lion Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6
Lithe Blade	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword8
Lone Antler Talisman	Art/2DItems/Amulets/TalismanWhite2
Long Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow3
Long Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff3
Longsword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword2
Longtooth Talisman	Art/2DItems/Amulets/TalismanRed4
Lordly Plate	Art/2DItems/Armours/BodyArmours/BodyStr3C
Loricated Ringmail	Art/2DItems/Armours/BodyArmours/BodyStrInt1B
Lunaris Circlet	Art/2DItems/Armours/Helmets/HelmetInt6
Maelström Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff5
Mage's Vestment	Art/2DItems/Armours/BodyArmours/BodyInt1C
Magistrate Crown	Art/2DItems/Armours/Helmets/HelmetStrInt8
Magmatic Tower Shield	Art/2DItems/Armours/Shields/HeistShield
Mahogany Tower Shield	Art/2DItems/Armours/Shields/ShieldStr4
Majestic Pelt	Art/2DItems/Armours/Helmets/HelmetDex10
Majestic Plate	Art/2DItems/Armours/BodyArmours/BodyStr3C
Malign Fangs	Art/2DItems/Weapons/OneHandWeapons/Claws/HeistClaw
Mallet	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace3
Maltreatment Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/HeistOnehandAxe
Mandible Talisman	Art/2DItems/Amulets/NewTalisman
Manifold Ring	Art/2DItems/Rings/HeistRing2Dark
Maple Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex2
Maraketh Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow9
Marble Amulet	Art/2DItems/Amulets/MarbleAmulet
Marshall's Brigandine	Art/2DItems/Armours/BodyArmours/BodyStrDex2C
Martyr Boots	Art/2DItems/Armours/Boots/BootsStrInt2
Martyr Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt2
Meatgrinder	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace5
Mechalarm Belt	Art/2DItems/Belts/HeistBelt2
Mechanical Belt	Art/2DItems/Belts/HeistBelt2
Medium Cluster Jewel	Art/2DItems/Jewels/NewGemBase2
Medium Hybrid Flask	Art/2DItems/Flasks/hybridflask2
Medium Life Flask	Art/2DItems/Flasks/lifeflask2
Medium Mana Flask	Art/2DItems/Flasks/manaflask2
Mesh Boots	Art/2DItems/Armours/Boots/BootsStrInt3
Mesh Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt3
Micro-Distillery Belt	Art/2DItems/Belts/HeistBelt1
Midnight Blade	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8
Military Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff4
Mind Cage	Art/2DItems/Armours/Helmets/HelmetInt10
Mirrored Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt4
Monkey Paw Talisman	Art/2DItems/Amulets/MonkeyPawTalisman
Monkey Twins Talisman	Art/2DItems/Amulets/TalismanRed6
Moon Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff8
Moonlit Circlet	Art/2DItems/Armours/Helmets/HelmetInt6
Moonstone Ring	Art/2DItems/Rings/MoonstoneRing
Morning Star	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace8
Mosaic Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt3
Murder Boots	Art/2DItems/Armours/Boots/BootsDexInt4
Murder Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt3
Murderous Eye Jewel	Art/2DItems/Jewels/MurderousEye
Nailed Fist	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw1
Nameless Ring	Art/2DItems/Rings/RitualRing
Necromancer Circlet	Art/2DItems/Armours/Helmets/HelmetInt8
Necromancer Silks	Art/2DItems/Armours/BodyArmours/BodyInt2B
Necrotic Armour	Art/2DItems/Armours/BodyArmours/BodyDexInt4C
Nexus Gloves	Art/2DItems/Armours/Gloves/RitualIntGloves
Nightmare Bascinet	Art/2DItems/Armours/Helmets/HelmetStrDex10
Nightmare Mace	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace8
Nightweave Robe	Art/2DItems/Armours/BodyArmours/BodyInt2C
Nightwind Slippers	Art/2DItems/Armours/Boots/RitualIntBoots
Noble Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe6
Noble Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7
Noble Tricorne	Art/2DItems/Armours/Helmets/HelmetDex6
Nubuck Boots	Art/2DItems/Armours/Boots/BootsDex4
Nubuck Gloves	Art/2DItems/Armours/Gloves/GlovesDex4
Oak Buckler	Art/2DItems/Armours/Shields/ShieldDex2
Oakbranch Tincture	Art/2DItems/Flasks/CriticalStrikeSap
Occultist's Vestment	Art/2DItems/Armours/BodyArmours/BodyInt1C
Ochre Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter6
Oiled Coat	Art/2DItems/Armours/BodyArmours/BodyDexInt2B
Oiled Vest	Art/2DItems/Armours/BodyArmours/BodyDexInt2A
Omen Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand6
Onyx Amulet	Art/2DItems/Amulets/Amulet7
Opal Ring	Art/2DItems/Rings/OpalRing
Opal Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter4
Opal Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand4
Ornate Mace	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace7
Ornate Quiver	Art/2DItems/Quivers/TriggerQuiverUnique
Ornate Ringmail	Art/2DItems/Armours/BodyArmours/BodyStrInt1C
Ornate Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt5
Ornate Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6
Oscillating Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/HeistSceptreElemental
Padded Jacket	Art/2DItems/Armours/BodyArmours/BodyDexInt1B
Padded Vest	Art/2DItems/Armours/BodyArmours/BodyDexInt1A
Pagan Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand7
Painted Buckler	Art/2DItems/Armours/Shields/ShieldDex3
Painted Tower Shield	Art/2DItems/Armours/Shields/ShieldStr7
Paladin Boots	Art/2DItems/Armours/Boots/BootsStrInt3
Paladin Crown	Art/2DItems/Armours/Helmets/HelmetStrInt7
Paladin Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt3
Paladin's Hauberk	Art/2DItems/Armours/BodyArmours/BodyStrInt2C
Paua Amulet	Art/2DItems/Amulets/Amulet1
Paua Ring	Art/2DItems/Rings/Ring3
Pecoraro	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier4
Penetrating Arrow Quiver	Art/2DItems/Quivers/QuiverPenetrating
Penitent Mask	Art/2DItems/Armours/Helmets/HelmetStrDexR
Penumbra Ring	Art/2DItems/Rings/LakeRing2
Pernach	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace6
Petrified Club	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace2
Phantom Boots	Art/2DItems/Armours/Boots/BootsDexInt4
Phantom Mace	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace8
Phantom Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt3
Pig-Faced Bascinet	Art/2DItems/Armours/Helmets/HelmetStrDex9
Piledriver	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace4
Pine Buckler	Art/2DItems/Armours/Shields/ShieldDex2
Pinnacle Tower Shield	Art/2DItems/Armours/Shields/ShieldStr7
Plague Mask	Art/2DItems/Armours/Helmets/HelmetDexInt2
Plank Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt1
Plate Vest	Art/2DItems/Armours/BodyArmours/BodyStr1A
Plated Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr2
Plated Greaves	Art/2DItems/Armours/Boots/BootsStr3
Plated Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6
Platinum Kris	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger6
Platinum Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter5
Pneumatic Dagger	Art/2DItems/Weapons/OneHandWeapons/Daggers/HeistDagger
Poignard	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger4
Poisonberry Tincture	Art/2DItems/Flasks/PoisonSap
Polar Buckler	Art/2DItems/Armours/Shields/DexHeistShield
Poleaxe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe4
Polished Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt4
Potentiality Rod	Art/2DItems/Weapons/TwoHandWeapons/Staves/HeistWarStaff
Praetor Crown	Art/2DItems/Armours/Helmets/HelmetStrInt10
Precursor Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr3
Precursor Greaves	Art/2DItems/Armours/Boots/BootsStr3
Prehistoric Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw6
Preserving Gauntlets	Art/2DItems/Armours/Gloves/RitualStrGloves
Pressurised Dagger	Art/2DItems/Weapons/OneHandWeapons/Daggers/HeistDagger
Primal Arrow Quiver	Art/2DItems/Quivers/RikerRinQuiver
Primal Skull Talisman	Art/2DItems/Amulets/TalismanBlack7
Prime Cleaver	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/HeistTwoHandAxe
Primeval Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier6
Primitive Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff2
Primordial Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff2
Prismatic Jewel	Art/2DItems/Jewels/Mastery
Prismatic Ring	Art/2DItems/Rings/Ring12
Prismatic Tincture	Art/2DItems/Flasks/PrismaticSap
Profane Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand7
Prong Dagger	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger9
Prophecy Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand6
Prophet Crown	Art/2DItems/Armours/Helmets/HelmetStrInt9
Psychotic Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/HeistOnehandAxe
Quarterstaff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff3
Quartz Flask	Art/2DItems/Flasks/phaseflask01
Quartz Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter4
Quartz Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand4
Quicksilver Flask	Art/2DItems/Flasks/sprint
Quilted Jacket	Art/2DItems/Armours/BodyArmours/BodyDexInt1B
Ranger Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow4
Ratcheting Ring	Art/2DItems/Rings/HeistRing1Silver
Raven Mask	Art/2DItems/Armours/Helmets/HelmetDexInt6
Rawhide Boots	Art/2DItems/Armours/Boots/BootsDex1
Rawhide Gloves	Art/2DItems/Armours/Gloves/GlovesDex1
Rawhide Tower Shield	Art/2DItems/Armours/Shields/ShieldStr3
Reaver Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe4
Reaver Helmet	Art/2DItems/Armours/Helmets/HelmetStr6
Reaver Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword3
Rebuking Blade	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/HeistTwoHandSword
Reciprocation Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/HeistStaff
Recurve Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow5
Redwood Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt2
Reflex Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow9
Regicide Mask	Art/2DItems/Armours/Helmets/HelmetDexInt8
Reinforced Greaves	Art/2DItems/Armours/Boots/BootsStr4
Reinforced Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt4
Reinforced Tower Shield	Art/2DItems/Armours/Shields/ShieldStr6
Ring	Art/2DItems/Rings/MirrorRing
Ringmail Boots	Art/2DItems/Armours/Boots/BootsStrInt2
Ringmail Coat	Art/2DItems/Armours/BodyArmours/BodyStrInt1B
Ringmail Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt2
Ritual Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter7
Riveted Boots	Art/2DItems/Armours/Boots/BootsStrInt1
Riveted Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt1
Rock Breaker	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace4
Rosethorn Tincture	Art/2DItems/Flasks/CullingStrikeSap
Rot Head Talisman	Art/2DItems/Amulets/FishTalisman
Rotfeather Talisman	Art/2DItems/Amulets/TalismanRed1
Rotted Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex1
Royal Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe7
Royal Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow7
Royal Burgonet	Art/2DItems/Armours/Helmets/HelmetStr10
Royal Plate	Art/2DItems/Armours/BodyArmours/BodyStr3C
Royal Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter7
Royal Skean	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger7
Royal Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff6
Ruby Amulet	Art/2DItems/Amulets/RubyAmulet
Ruby Flask	Art/2DItems/Flasks/ruby
Ruby Ring	Art/2DItems/Rings/Ring7
Rugged Quiver	Art/2DItems/Quivers/Quiver2
Runic Crest	Art/2DItems/Armours/Helmets/SpiritHelmetBaseType
Runic Crown	Art/2DItems/Armours/Helmets/SpiritHelmetBaseType
Runic Gages	Art/2DItems/Armours/Gloves/SpiritGlovesBaseType
Runic Gauntlets	Art/2DItems/Armours/Gloves/SpiritGlovesBaseType
Runic Gloves	Art/2DItems/Armours/Gloves/SpiritGlovesBaseType
Runic Greaves	Art/2DItems/Armours/Boots/SpiritBootsBaseType
Runic Hatchet	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe9
Runic Helm	Art/2DItems/Armours/Helmets/SpiritHelmetBaseType
Runic Sabatons	Art/2DItems/Armours/Boots/SpiritBootsBaseType
Runic Sollerets	Art/2DItems/Armours/Boots/SpiritBootsBaseType
Rusted Coif	Art/2DItems/Armours/Helmets/HelmetStrInt1
Rusted Hatchet	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe1
Rusted Spike	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier1
Rusted Sword	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword1
Rustic Sash	Art/2DItems/Belts/Belt1
Sabre	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3
Sacred Chainmail	Art/2DItems/Armours/BodyArmours/BodyStrInt3C
Sacred Hybrid Flask	Art/2DItems/Flasks/hybridflask2
Sacred Life Flask	Art/2DItems/Flasks/lifeflask8
Sacred Mana Flask	Art/2DItems/Flasks/manaflask8
Sacrificial Garb	Art/2DItems/Armours/BodyArmours/SacrificialGarb
Sadist Garb	Art/2DItems/Armours/BodyArmours/BodyDexInt2C
Sage Gloves	Art/2DItems/Armours/Gloves/GlovesInt3
