Quartz Flask	Flask	Utility
Quartz Sceptre	Sceptre	
Quartz Wand	Wand	
Quicksilver Flask	Flask	Utility
Quilted Jacket	Body Armour	Evasion/Energy Shield
Random One Hand Sword	One Handed Sword	
Random Two Hand Sword	Two Handed Sword	
Ranger Bow	Bow	
Ratcheting Ring	Ring	
Raven Mask	Helmet	Evasion/Energy Shield
Rawhide Boots	Boots	Evasion
Rawhide Gloves	Gloves	Evasion
Rawhide Tower Shield	Shield	Armour
Reaver Axe	One Handed Axe	
Reaver Helmet	Helmet	Armour
Reaver Sword	Two Handed Sword	
Rebuking Blade	Two Handed Sword	
Reciprocation Staff	Staff	
Recurve Bow	Bow	
Redwood Spiked Shield	Shield	Evasion/Energy Shield
Reflex Bow	Bow	
Regicide Mask	Helmet	Evasion/Energy Shield
Reinforced Greaves	Boots	Armour
Reinforced Kite Shield	Shield	Armour/Energy Shield
Reinforced Tower Shield	Shield	Armour
Replicating Eshgraft	Graft	
Retch Talisman	Amulet	Talisman
Rhex Talisman	Amulet	Talisman
Rhoa Talisman	Amulet	Talisman
Ring	Ring	
Ringmail Boots	Boots	Armour/Energy Shield
Ringmail Coat	Body Armour	Armour/Energy Shield
Ringmail Gloves	Gloves	Armour/Energy Shield
Ritual Sceptre	Sceptre	
Riveted Boots	Boots	Armour/Energy Shield
Riveted Gloves	Gloves	Armour/Energy Shield
Rock Breaker	One Handed Mace	
Rosethorn Tincture	Tincture	
Rot Head Talisman	Amulet	Talisman
Rotfeather Talisman	Amulet	Talisman
Rotted Round Shield	Shield	Armour/Evasion
Royal Axe	One Handed Axe	
Royal Bow	Bow	
Royal Burgonet	Helmet	Armour
Royal Plate	Body Armour	Armour
Royal Sceptre	Sceptre	
Royal Skean	Dagger	Rune Dagger
Royal Staff	Staff	
Ruby Amulet	Amulet	
Ruby Flask	Flask	Utility
Ruby Ring	Ring	
Rugged Quiver	Quiver	
Runic Crest	Helmet	Ward
Runic Crown	Helmet	Ward
Runic Gages	Gloves	Ward
Runic Gauntlets	Gloves	Ward
Runic Gloves	Gloves	Ward
Runic Greaves	Boots	Ward
Runic Hatchet	One Handed Axe	
Runic Helm	Helmet	Ward
Runic Sabatons	Boots	Ward
Runic Sollerets	Boots	Ward
Rusted Coif	Helmet	Armour/Energy Shield
Rusted Hatchet	One Handed Axe	
Rusted Spike	One Handed Sword	Thrusting
Rusted Sword	One Handed Sword	
Rustic Sash	Belt	
Sabre	One Handed Sword	
Sacred Chainmail	Body Armour	Armour/Energy Shield
Sacred Hybrid Flask	Flask	Hybrid
Sacred Life Flask	Flask	Life
Sacred Mana Flask	Flask	Mana
Sacrificial Garb	Body Armour	Armour/Evasion/Energy Shield
Sadist Garb	Body Armour	Evasion/Energy Shield
Sage Gloves	Gloves	Energy Shield
Sage Slippers	Boots	Energy Shield
Sage Wand	Wand	
Sage's Robe	Body Armour	Energy Shield
Sai	Dagger	
Saint's Hauberk	Body Armour	Armour/Energy Shield
Saintly Chainmail	Body Armour	Armour/Energy Shield
Sallet	Helmet	Armour/Evasion
Sambar Sceptre	Sceptre	
Samite Gloves	Gloves	Energy Shield
Samite Slippers	Boots	Energy Shield
Samnite Helmet	Helmet	Armour
Sanctified Life Flask	Flask	Life
Sanctified Mana Flask	Flask	Mana
Sand Spitter Talisman	Amulet	Talisman
Sanguine Raiment	Body Armour	Evasion/Energy Shield
Sapphire Flask	Flask	Utility
Sapphire Ring	Ring	
Saqawine Talisman	Amulet	Talisman
Satin Gloves	Gloves	Energy Shield
Satin Slippers	Boots	Energy Shield
Savage Crab Talisman	Amulet	Talisman
Savant's Robe	Body Armour	Energy Shield
Scale Doublet	Body Armour	Armour/Evasion
Scale Vest	Body Armour	Armour/Evasion
Scare Mask	Helmet	Evasion/Energy Shield
Scarlet Raiment	Body Armour	Evasion/Energy Shield
Scarlet Round Shield	Shield	Armour/Evasion
Scholar Boots	Boots	Energy Shield
Scholar's Robe	Body Armour	Energy Shield
Scorpion Talisman	Amulet	Talisman
Scrabbler Talisman	Amulet	Talisman
Seaglass Amulet	Amulet	
Searching Eye Jewel	Jewel	Abyss
Secutor Helm	Helmet	Armour/Evasion
Sekhem	Sceptre	
Sentinel Jacket	Body Armour	Evasion/Energy Shield
Serpentine Staff	Staff	Warstaff
Serpentscale Boots	Boots	Armour/Evasion
Serpentscale Gauntlets	Gloves	Armour/Evasion
Serrated Arrow Quiver	Quiver	
Serrated Foil	One Handed Sword	Thrusting
Shabby Jerkin	Body Armour	Evasion
Shackled Boots	Boots	Evasion/Energy Shield
Shadow Axe	Two Handed Axe	
Shadow Fangs	Claw	
Shadow Sceptre	Sceptre	
Shadowed Ring	Ring	
Shagreen Boots	Boots	Evasion
Shagreen Gloves	Gloves	Evasion
Shagreen Tower Shield	Shield	Armour
Sharkskin Boots	Boots	Evasion
Sharkskin Gloves	Gloves	Evasion
Sharkskin Tunic	Body Armour	Evasion
Sharktooth Arrow Quiver	Quiver	
Sharktooth Claw	Claw	
Shield Crab Talisman	Amulet	Talisman
Short Bow	Bow	
Siege Axe	One Handed Axe	
Siege Helmet	Helmet	Armour
Silk Gloves	Gloves	Energy Shield
Silk Robe	Body Armour	Energy Shield
Silk Slippers	Boots	Energy Shield
Silken Garb	Body Armour	Energy Shield
Silken Hood	Helmet	Evasion
Silken Vest	Body Armour	Energy Shield
Silken Wrap	Body Armour	Energy Shield
Silver Flask	Flask	Utility
Simple Robe	Body Armour	Energy Shield
Simplex Amulet	Amulet	
Sinner Tricorne	Helmet	Evasion
Skean	Dagger	Rune Dagger
Skinning Knife	Dagger	
Slaughter Knife	Dagger	Rune Dagger
Sledgehammer	Two Handed Mace	
Sleek Coat	Body Armour	Evasion/Energy Shield
Slink Boots	Boots	Evasion
Slink Gloves	Gloves	Evasion
Small Cluster Jewel	Jewel	Cluster
Small Hybrid Flask	Flask	Hybrid
Small Life Flask	Flask	Life
Small Mana Flask	Flask	Mana
Smallsword	One Handed Sword	Thrusting
Sniper Bow	Bow	
Solar Maul	Two Handed Mace	
Solarine Bow	Bow	
Solaris Circlet	Helmet	Energy Shield
Soldier Boots	Boots	Armour/Energy Shield
Soldier Gloves	Gloves	Armour/Energy Shield
Soldier Helmet	Helmet	Armour/Energy Shield
Soldier's Brigandine	Body Armour	Armour/Evasion
Somatic Wand	Wand	
Sorcerer Boots	Boots	Energy Shield
Sorcerer Gloves	Gloves	Energy Shield
Sorrow Mask	Helmet	Armour/Evasion
Sovereign Spiked Shield	Shield	Evasion/Energy Shield
Sparkling Claw	Claw	
Spectral Axe	One Handed Axe	
Spectral Sword	Two Handed Sword	
Spider Crab Talisman	Amulet	Talisman
Spidersilk Robe	Body Armour	Energy Shield
Spike-Point Arrow Quiver	Quiver	
Spiked Bundle	Shield	Evasion/Energy Shield
Spiked Club	One Handed Mace	
Spiked Gloves	Gloves	Armour
Spiked Round Shield	Shield	Armour/Evasion
Spiking Uulgraft	Graft	
Spine Bow	Bow	
Spinefuse Talisman	Amulet	Talisman
Spiny Maul	Two Handed Mace	
Spiny Round Shield	Shield	Armour/Evasion
Spiraled Foil	One Handed Sword	Thrusting
Spiraled Wand	Wand	
Splendid Round Shield	Shield	Armour/Evasion
Splintered Tower Shield	Shield	Armour
Splitnewt Talisman	Amulet	Talisman
Sporebloom Tincture	Tincture	
Squalling Tulgraft	Graft	
Squid Talisman	Amulet	Talisman
Stabilising Sceptre	Sceptre	
Stag Sceptre	Sceptre	
Stealth Boots	Boots	Evasion
Stealth Gloves	Gloves	Evasion
Steel Circlet	Helmet	Energy Shield
Steel Gauntlets	Gloves	Armour
Steel Greaves	Boots	Armour
Steel Kite Shield	Shield	Armour/Energy Shield
Steel Ring	Ring	
Steelhead	Two Handed Mace	
Steelscale Boots	Boots	Armour/Evasion
Steelscale Gauntlets	Gloves	Armour/Evasion
Steelwood Bow	Bow	
Stibnite Flask	Flask	Utility
Stiletto	Dagger	
Stoking Xophgraft	Graft	
Stone Axe	Two Handed Axe	
Stone Hammer	One Handed Mace	
Storming Eshgraft	Graft	
Stormrider Boots	Boots	Evasion
Strapped Boots	Boots	Evasion/Energy Shield
Strapped Leather	Body Armour	Evasion
Strapped Mitts	Gloves	Evasion/Energy Shield
Studded Belt	Belt	
Studded Round Shield	Shield	Armour/Evasion
Stygian Vise	Belt	
Subsuming Spirit Shield	Shield	Energy Shield
Sulphur Flask	Flask	Utility
Summoning Tulgraft	Graft	
Sun Leather	Body Armour	Evasion
Sun Plate	Body Armour	Armour
Sundering Axe	Two Handed Axe	
Sunfire Circlet	Helmet	Energy Shield
Supreme Leather	Body Armour	Evasion
Supreme Spiked Shield	Shield	Evasion/Energy Shield
Synaptic Ring	Ring	
Syndicate's Garb	Body Armour	Evasion
Talon Axe	Two Handed Axe	
Tarnished Spirit Shield	Shield	Energy Shield
Taurus Talisman	Amulet	Talisman
Teak Round Shield	Shield	Armour/Evasion
Tempered Foil	One Handed Sword	Thrusting
Tenderizer	One Handed Mace	
Tenebrous Ring	Ring	
Terror Claw	Claw	
Terror Maul	Two Handed Mace	
Thicket Bow	Bow	
Thief's Garb	Body Armour	Evasion
Thorium Spirit Shield	Shield	Energy Shield
Thorn Rapier	One Handed Sword	Thrusting
Three Hands Talisman	Amulet	Talisman
Three Rat Talisman	Amulet	Talisman
Thresher Claw	Claw	
Throat Stabber	Claw	
Thwarting Gauntlets	Gloves	Armour
Tiger Hook	One Handed Sword	
Tiger Sword	Two Handed Sword	
Tiger Talisman	Amulet	Talisman
Tiger's Paw	Claw	
Timber Axe	Two Handed Axe	
Timeless Jewel	Jewel	Timeless
Timeworn Claw	Claw	
Tinker Gloves	Gloves	Evasion
Titan Gauntlets	Gloves	Armour
Titan Greaves	Boots	Armour
Titan Plate	Body Armour	Armour
Titanium Spirit Shield	Shield	Energy Shield
Tomahawk	One Handed Axe	
Topaz Flask	Flask	Utility
Topaz Ring	Ring	
Tornado Wand	Wand	
Torture Cage	Helmet	Energy Shield
Torturer Garb	Body Armour	Evasion/Energy Shield
Torturer's Mask	Helmet	Evasion/Energy Shield
Totemic Maul	Two Handed Mace	
Transfer-attuned Spirit Shield	Shield	Energy Shield
Transformer Staff	Staff	
Trapper Boots	Boots	Evasion/Energy Shield
Trapper Mitts	Gloves	Evasion/Energy Shield
Trapsetter Gloves	Gloves	Evasion
Tribal Circlet	Helmet	Energy Shield
Tribal Club	One Handed Mace	
Tribal Maul	Two Handed Mace	
Tricorne	Helmet	Evasion
Trisula	Dagger	
Triumphant Lamellar	Body Armour	Armour/Evasion
Turquoise Amulet	Amulet	
Twig Spirit Shield	Shield	Energy Shield
Twilight Blade	One Handed Sword	
Twilight Regalia	Body Armour	Energy Shield
Twin Claw	Claw	
Two-Handed Sword	Two Handed Sword	
Two-Point Arrow Quiver	Quiver	
Two-Stone Ring	Ring	
Two-Stone Ring (Cold/Lightning)	Ring	
Two-Stone Ring (Fire/Cold)	Ring	
Two-Stone Ring (Fire/Lightning)	Ring	
Two-Toned Boots (Armour/Energy Shield)	Boots	Armour/Energy Shield
Two-Toned Boots (Armour/Evasion)	Boots	Armour/Evasion
Two-Toned Boots (Evasion/Energy Shield)	Boots	Evasion/Energy Shield
Tyrant's Sekhem	Sceptre	
Undying Flesh Talisman	Amulet	Talisman
Unset Amulet	Amulet	
Unset Ring	Ring	
Ursa Talisman	Amulet	Talisman
Ursine Charm	Jewel	Charm
Ursine Pelt	Helmet	Evasion
Vaal Axe	Two Handed Axe	
Vaal Blade	One Handed Sword	
Vaal Buckler	Shield	Evasion
Vaal Claw	Claw	
Vaal Gauntlets	Gloves	Armour
Vaal Greatsword	Two Handed Sword	
Vaal Greaves	Boots	Armour
Vaal Hatchet	One Handed Axe	
Vaal Mask	Helmet	Evasion/Energy Shield
Vaal Rapier	One Handed Sword	Thrusting
Vaal Regalia	Body Armour	Energy Shield
Vaal Sceptre	Sceptre	
Vaal Spirit Shield	Shield	Energy Shield
Vanguard Belt	Belt	
Variscite Blade	One Handed Sword	
Varnished Coat	Body Armour	Evasion/Energy Shield
Velour Boots	Boots	Evasion
Velour Gloves	Gloves	Evasion
Velvet Gloves	Gloves	Energy Shield
Velvet Slippers	Boots	Energy Shield
Vermillion Ring	Ring	
Vile Arrow Quiver	Quiver	
Vile Staff	Staff	Warstaff
Vine Circlet	Helmet	Energy Shield
Viridian Jewel	Jewel	
Visored Sallet	Helmet	Armour/Evasion
Void Axe	Two Handed Axe	
Void Fangs	Claw	
Void Sceptre	Sceptre	
Vulture Talisman	Amulet	Talisman
Walnut Spirit Shield	Shield	Energy Shield
War Axe	One Handed Axe	
War Buckler	Shield	Evasion
War Hammer	One Handed Mace	
War Plate	Body Armour	Armour
War Sword	One Handed Sword	
Warlock Boots	Boots	Energy Shield
Warlock Gloves	Gloves	Energy Shield
Watcher Talisman	Amulet	Talisman
Waxed Garb	Body Armour	Evasion/Energy Shield
Wereclaw Talisman	Amulet	Talisman
Whalebone Rapier	One Handed Sword	Thrusting
Widowsilk Robe	Body Armour	Energy Shield
Wild Leather	Body Armour	Evasion
Windbreak Boots	Boots	Evasion
Winter Crown	Helmet	Evasion/Energy Shield
Wolf Alpha Talisman	Amulet	Talisman
Wolf Pelt	Helmet	Evasion
Woodful Staff	Staff	
Woodsplitter	Two Handed Axe	
Wool Gloves	Gloves	Energy Shield
Wool Shoes	Boots	Energy Shield
Wraith Axe	One Handed Axe	
Wraith Sword	Two Handed Sword	
Wrapped Boots	Boots	Evasion/Energy Shield
Wrapped Mitts	Gloves	Evasion/Energy Shield
Wrist Chopper	One Handed Axe	
Writhing Talisman	Amulet	Talisman
Wyrm Mace	One Handed Mace	
Wyrmbone Rapier	One Handed Sword	Thrusting
Wyrmscale Boots	Boots	Armour/Evasion
Wyrmscale Doublet	Body Armour	Armour/Evasion
Wyrmscale Gauntlets	Gloves	Armour/Evasion
Wyvernscale Boots	Boots	Armour/Evasion
Wyvernscale Gauntlets	Gloves	Armour/Evasion
Yew Spirit Shield	Shield	Energy Shield
Zealot Boots	Boots	Armour/Energy Shield
Zealot Gloves	Gloves	Armour/Energy Shield
Zealot Helmet	Helmet	Armour/Energy Shield
Zodiac Leather	Body Armour	Evasion
